Country,Year,Data
Singapore,1968,94.09
Slovakia,2016,59.82
Slovakia,2012,59.11
Slovakia,2010,58.84
Slovakia,2006,54.67
Slovakia,2002,70.07
Slovakia,1998,84.25
Slovakia,1994,75.41
Slovakia,1992,84.68
Slovakia,1990,96.33
Slovenia,2014,51.73
Slovenia,2011,65.6
Slovenia,2008,63.1
Slovenia,2004,60.64
Slovenia,2000,70.36
Slovenia,1996,73.67
Slovenia,1992,85.9
Solomon Islands,2014,89.93
Solomon Islands,2010,52.36
Solomon Islands,2006,56.95
Solomon Islands,2001,61.88
Solomon Islands,1997,68.35
Solomon Islands,1993,63.61
Solomon Islands,1989,64.94
Solomon Islands,1984,62.04
Solomon Islands,1980,58.23
Somalia,1984,99.86
South Africa,2014,73.48
South Africa,2009,77.3
South Africa,2004,76.73
South Africa,1999,89.28
South Africa,1994,86.87
Spain,2016,69.84
Spain,2015,73.2
Spain,2011,68.94
Spain,2008,75.32
Spain,2004,75.66
Spain,2004,75.66
Spain,2000,68.71
Spain,2000,68.71
Spain,1996,78.06
Spain,1996,78.06
Spain,1993,77.05
Spain,1993,77.05
Spain,1989,70.01
Spain,1989,70.01
Spain,1986,70.37
Spain,1986,70.37
Spain,1982,79.83
Spain,1982,79.83
Spain,1979,68.13
Spain,1979,68.13
Spain,1977,76.96
Spain,1977,76.96
Sri Lanka,2015,77.66
Sri Lanka,2010,61.26
Sri Lanka,2004,75.96
Sri Lanka,2001,76.03
Sri Lanka,2000,75.63
Sri Lanka,1994,76.24
Sri Lanka,1989,63.59
Sri Lanka,1977,86.69
Sri Lanka,1970,84.88
Sri Lanka,1965,81.13
Sri Lanka,1960,75.9
Sri Lanka,1956,69.04
Sri Lanka,1952,70.7
Sri Lanka,1947,55.81
Sudan,2015,46.4
Sudan,2010,72
Sudan,1996,72.2
Sudan,1968,59.86
Suriname,2015,72.72
Suriname,2010,73.21
Suriname,2005,46.68
Suriname,2000,69.85
Suriname,1996,66.66
Suriname,1991,64.31
Suriname,1987,84.96
Suriname,1977,77.77
Suriname,1973,76.03
Swaziland,1998,60.39
Sweden,2014,85.81
Sweden,2010,84.63
Sweden,2006,81.99
Sweden,2002,80.11
Sweden,1998,81.39
Sweden,1994,86.82
Sweden,1991,86.74
Sweden,1988,85.96
Sweden,1985,89.85
Sweden,1982,91.45
Sweden,1979,90.72
Sweden,1976,91.76
Sweden,1973,90.84
Sweden,1970,88.28
Sweden,1968,89.29
Sweden,1964,83.86
Sweden,1960,85.91
Sweden,1958,77.42
Sweden,1956,79.84
Sweden,1952,79.11
Sweden,1948,82.74
Switzerland,2015,48.4
Switzerland,2011,49.1
Switzerland,2007,48.28
Switzerland,2007,48.28
Switzerland,2003,45.22
Switzerland,2003,45.22
Switzerland,1999,43.22
Switzerland,1999,43.22
Switzerland,1995,42.25
Switzerland,1995,42.25
Switzerland,1991,46.04
Switzerland,1991,46.04
Switzerland,1987,47.48
Switzerland,1987,47.48
Switzerland,1983,48.91
Switzerland,1983,48.91
Switzerland,1979,48.06
Switzerland,1979,48.06
Switzerland,1975,52.39
Switzerland,1975,52.39
Switzerland,1971,56.36
Switzerland,1971,56.36
Switzerland,1967,63.76
Switzerland,1967,63.76
Switzerland,1963,64.46
Switzerland,1963,64.46
Switzerland,1959,68.46
Switzerland,1959,68.46
Switzerland,1955,68.71
Switzerland,1955,68.71
Switzerland,1951,69.78
Switzerland,1951,69.78
Switzerland,1947,71.69
Switzerland,1947,71.69
Syrian Arab Republic,2016,57.56
Syrian Arab Republic,2012,51.26
Syrian Arab Republic,2007,56
Syrian Arab Republic,2003,63.45
Syrian Arab Republic,1998,82.22
Syrian Arab Republic,1994,61.17
Taiwan,2016,66.25
Taiwan,2012,74.7
Taiwan,2008,58.5
Taiwan,2004,59.16
Taiwan,2001,66.16
Taiwan,1998,68.09
Taiwan,1996,76.21
Taiwan,1995,67.65
Taiwan,1992,72.02
Taiwan,1991,68.32
Tajikistan,2015,82
Tajikistan,2010,90.84
Tajikistan,2005,93.23
Tajikistan,2000,93.36
Tajikistan,1995,84
"Tanzania, United Republic of",2015,62.68
"Tanzania, United Republic of",2010,39.49
"Tanzania, United Republic of",2005,69.64
"Tanzania, United Republic of",2000,72.77
"Tanzania, United Republic of",1995,76.51
Thailand,2014,46.79
Thailand,2011,75.03
Thailand,2007,78.51
Thailand,2006,64.77
Thailand,2005,75.13
Thailand,2001,69.95
Thailand,1996,62.39
Thailand,1995,62.04
Thailand,1992,59.28
Thailand,1988,63.56
Thailand,1986,61.4
Thailand,1983,50.76
Thailand,1976,43.69
Thailand,1975,47
Thailand,1969,49.16
Thailand,1957,44.07
Thailand,1952,38.95
Thailand,1948,29.5
Thailand,1946,32.52
Timor-Leste,2007,80.54
Timor-Leste,2001,86.03
Togo,2013,66.06
Togo,2007,84.92
Togo,2002,67.43
Togo,1994,65.12
Togo,1990,78.67
Togo,1985,78.62
Tonga,2014,76.8
Tonga,2010,90.85
Tonga,2008,46.69
Tonga,2005,50.52
Tonga,1999,50.75
Tonga,1996,56.09
Tonga,1993,58.81
Tonga,1987,59.42
Trinidad and Tobago,2015,66.84
Trinidad and Tobago,2010,69.45
Trinidad and Tobago,2007,66.03
Trinidad and Tobago,2002,69.64
Trinidad and Tobago,2001,66.13
Trinidad and Tobago,2000,63.05
Trinidad and Tobago,1995,63.3
Trinidad and Tobago,1991,65.76
Trinidad and Tobago,1986,65.45
Trinidad and Tobago,1981,56.43
Trinidad and Tobago,1976,55.83
Trinidad and Tobago,1971,33.17
Trinidad and Tobago,1966,65.79
Trinidad and Tobago,1961,88.11
Trinidad and Tobago,1956,80.09
Trinidad and Tobago,1950,70.09
Trinidad and Tobago,1946,52.9
Tunisia,2014,67.43
Tunisia,2011,86.4
Tunisia,2009,89.4
Tunisia,2004,86.41
Tunisia,1999,91.51
Tunisia,1994,95.47
Tunisia,1989,76.47
Tunisia,1986,82.94
Tunisia,1981,84.54
Turkey,2015,85.18
Turkey,2014,74.13
Turkey,2011,87.59
Turkey,2007,84.25
Turkey,2002,79.28
Turkey,1999,87.09
Turkey,1995,85.2
Turkey,1991,83.92
Turkey,1987,93.28
Turkey,1983,92.27
Turkey,1977,70.41
Turkey,1973,66.82
Turkey,1969,64.35
Turkey,1961,81.41
Turkey,1950,87.75
Turkmenistan,2013,91.33
Turkmenistan,2008,93.87
Turkmenistan,2004,76.88
Tuvalu,2002,79.99
Tuvalu,1981,84.98
Tuvalu,1977,78.83
Uganda,2016,67.61
Uganda,2011,59.29
Uganda,2006,68
Uganda,2001,70.31
Uganda,1996,59.3
Uganda,1980,85.3
Uganda,1962,67.76
Ukraine,2014,52.42
Ukraine,2012,57.4
Ukraine,2007,62.03
Ukraine,2006,67.19
Ukraine,2002,69.24
Ukraine,1998,70.65
Ukraine,1994,75.81
United Kingdom,2015,66.12
United Kingdom,2010,65.77
United Kingdom,2005,61.36
United Kingdom,2005,61.36
United Kingdom,2001,59.38
United Kingdom,2001,59.38
United Kingdom,1997,71.46
United Kingdom,1997,71.46
United Kingdom,1992,77.83
United Kingdom,1992,77.83
United Kingdom,1987,75.42
United Kingdom,1987,75.42
United Kingdom,1983,72.81
United Kingdom,1983,72.81
United Kingdom,1979,76
United Kingdom,1979,76
United Kingdom,1974,72.93
United Kingdom,1970,72.15
United Kingdom,1970,72.15
United Kingdom,1966,75.96
United Kingdom,1966,75.96
United Kingdom,1964,77.17
United Kingdom,1964,77.17
United Kingdom,1959,78.71
United Kingdom,1959,78.71
United Kingdom,1955,76.78
United Kingdom,1955,76.78
United Kingdom,1951,81.89
United Kingdom,1951,81.89
United Kingdom,1950,83.61
United Kingdom,1950,83.61
United Kingdom,1945,72.55
United Kingdom,1945,72.55
United States,2014,42.5
United States,2012,64.44
United States,2010,48.59
United States,2008,64.36
United States,2006,47.52
United States,2004,68.75
United States,2002,45.31
United States,2000,63.76
United States,1998,51.55
United States,1996,65.97
United States,1994,57.64
United States,1992,78.02
United States,1990,56.03
United States,1988,72.48
United States,1986,54.89
United States,1984,74.63
United States,1982,61.1
United States,1980,76.53
United States,1978,57.04
United States,1976,77.64
United States,1974,58.15
United States,1972,79.85
United States,1970,70.32
United States,1968,89.66
Uruguay,2014,89.62
Uruguay,2009,89.91
Uruguay,2004,89.62
Uruguay,1999,91.71
Uruguay,1994,91.44
Uruguay,1989,88.67
Uruguay,1984,87.87
Uruguay,1971,91.9
Uruguay,1966,74.28
Uruguay,1962,76.63
Uruguay,1958,71.3
Uruguay,1954,67.87
Uruguay,1950,70.91
Uruguay,1946,67.43
Uzbekistan,2014,88.51
Uzbekistan,2010,87.76
Uzbekistan,2004,85.1
Uzbekistan,1999,93.46
Uzbekistan,1994,93.58
Vanuatu,2016,56.47
Vanuatu,2012,63.22
Vanuatu,2008,70.38
Vanuatu,2004,68.58
Vanuatu,2002,63.47
Vanuatu,1998,61.61
Vanuatu,1995,67.95
Vanuatu,1991,71.3
Vanuatu,1987,71.64
Vanuatu,1983,74.9
Venezuela,2015,73.76
Venezuela,2010,66.42
Venezuela,2005,25.26
Venezuela,2000,56.55
Venezuela,1998,52.65
Venezuela,1993,60
Venezuela,1988,81.65
Venezuela,1983,87.75
Venezuela,1978,87.56
Venezuela,1973,96.52
Venezuela,1968,94.51
Venezuela,1963,90.84
Venezuela,1958,92.15
Viet Nam,2016,99.26
Viet Nam,2011,99.51
Viet Nam,2007,99.64
Viet Nam,2002,98.85
Viet Nam,1997,99.59
Viet Nam,1992,99.12
"Virgin Islands, British",2015,66.58
"Virgin Islands, British",2011,72.85
"Virgin Islands, British",2007,66.47
"Virgin Islands, British",2003,72.32
Yemen,2003,74.98
Yemen,1997,60.71
Yemen,1993,80.74
"Yugoslavia, FR/Union of Serbia and Montenegro",2003,58.75
"Yugoslavia, FR/Union of Serbia and Montenegro",2003,58.75
"Yugoslavia, FR/Union of Serbia and Montenegro",2000,64.17
"Yugoslavia, FR/Union of Serbia and Montenegro",1996,53.29
"Yugoslavia, FR/Union of Serbia and Montenegro",1993,67.39
,1992,56.07
,1953,89.37
,1950,91.94
,1945,88.66
Zambia,2016,56.03
Zambia,2011,53.65
Zambia,2006,70.74
Zambia,2001,68.55
Zambia,1996,78.49
Zambia,1991,44.44
Zambia,1968,82.47
Zimbabwe,2008,40.81
Zimbabwe,2005,47.66
Zimbabwe,2000,48.33
Zimbabwe,1995,30.81
Zimbabwe,1979,63.89
